"","status_id","conversation_id","user_id","in_reply_to_user_id","is_retweet","retweet_user_id","quoted_user_id","created_at","text","lang","like_count","quote_count","reply_count","retweet_count","reply_settings","possibly_sensitive","impression_count","following_count","bookmark_count","quoted_text","media_type","verified","entities_normalizes_text","entities_probability","entities_type","entity_description","entity_id","entity_name"
"1","1662839145767616515","1662839145767616515","803694179079458816",NA,1,"1349149096909668363",NA,"2023-05-28T15:12:01.000Z","RT @POTUS: Earlier this evening, Speaker McCarthy and I reached a budget agreement in principle.
 
It is an important step forward that red…","en",0,0,0,7536,"everyone",FALSE,0,6,0,NA,NA,TRUE,"McCarthy","0.479","Person","US President Joe Biden,US Senator Kamala Harris (CA),US President Joe Biden,US Senator Kamala Harris (CA),US President Joe Biden,Politics,US Senator Kamala Harris (CA),Politician","10040395078,875006493984149509,10040395078,875006493984149509,10040395078,847878884917886977,875006493984149509,1070032753834438656","Joe Biden,Kamala Harris,Joe Biden,Kamala Harris,Joe Biden,Politics,Kamala Harris,Political figures"
"2","1664587939349688321","1664587939349688321","803694179079458816",NA,1,"1349149096909668363",NA,"2023-06-02T11:01:05.000Z","RT @POTUS: Just now, Senators from both parties voted to protect our hard-earned economic progress and prevent a first-ever default.

No on…","en",0,0,0,5931,"everyone",FALSE,1,6,0,NA,NA,TRUE,NA,NA,NA,"US President Joe Biden,US Senator Kamala Harris (CA),US President Joe Biden,US Senator Kamala Harris (CA),US President Joe Biden,Politics,US Senator Kamala Harris (CA),Politician","10040395078,875006493984149509,10040395078,875006493984149509,10040395078,847878884917886977,875006493984149509,1070032753834438656","Joe Biden,Kamala Harris,Joe Biden,Kamala Harris,Joe Biden,Politics,Kamala Harris,Political figures"
"3","1664965334669860871","1664965334669860871","803694179079458816",NA,1,"1349149096909668363",NA,"2023-06-03T12:00:44.000Z","RT @POTUS: Because of my Administration’s investments, we’ve made historic economic progress.
 
So when it came time to negotiate on the bu…","en",0,0,0,1514,"everyone",FALSE,1,6,0,NA,NA,TRUE,NA,NA,NA,"US President Joe Biden,US Senator Kamala Harris (CA),US President Joe Biden,US Senator Kamala Harris (CA),US President Joe Biden,Politics,US Senator Kamala Harris (CA),Politician","10040395078,875006493984149509,10040395078,875006493984149509,10040395078,847878884917886977,875006493984149509,1070032753834438656","Joe Biden,Kamala Harris,Joe Biden,Kamala Harris,Joe Biden,Politics,Kamala Harris,Political figures"
"4","1660337914742538240","1660337914742538240","803694179079458816",NA,0,NA,NA,"2023-05-21T17:33:01.000Z","When we invest in America’s infrastructure, we invest in America’s future. https://t.co/pGXtlNtKT0","en",2800,42,678,657,"everyone",FALSE,337691,6,12,NA,"video",TRUE,"America,America","0.9446,0.9506","Place,Place","US Senator Kamala Harris (CA),US Senator Kamala Harris (CA),Politics,US Senator Kamala Harris (CA),Politician","875006493984149509,875006493984149509,847878884917886977,875006493984149509,1070032753834438656","Kamala Harris,Kamala Harris,Politics,Kamala Harris,Political figures"
"5","1660372185989496837","1660372185989496837","803694179079458816",NA,0,NA,NA,"2023-05-21T19:49:12.000Z","Another great week. From the White House to L.A., it was an honor to meet with so many inspiring leaders. https://t.co/vaonvwrm71","en",3389,39,525,655,"everyone",FALSE,336281,6,14,NA,"photo,photo,photo,photo",TRUE,"White House,L.A.","0.643,0.4808","Place,Place","US Senator Kamala Harris (CA),US Senator Kamala Harris (CA),Politics,US Senator Kamala Harris (CA),Politician,Conversation from and about the White House,both as a destination and as political voice,Politics,Conversation from and about the White House,both as a destination and as political voice,Political Body","875006493984149509,875006493984149509,847878884917886977,875006493984149509,1070032753834438656,871795678447456256,847878884917886977,871795678447456256,1068583660914266113","Kamala Harris,Kamala Harris,Politics,Kamala Harris,Political figures,The White House,Politics,The White House,Government institutions"
"6","1660681915978899458","1660681915978899458","803694179079458816",NA,0,NA,NA,"2023-05-22T16:19:57.000Z","12.6 million new jobs. Unemployment at a 50-year low. Record small business growth. We are making progress – now let’s build on that momentum. https://t.co/E5vhjBNmjD","en",5813,146,2979,1268,"everyone",FALSE,511178,6,20,NA,"photo",TRUE,NA,NA,NA,"US Senator Kamala Harris (CA),US Senator Kamala Harris (CA),Brands,companies,advertisers and every non-person handle with the profit intent related to Banks,Credit cards,Insurance,Investments,Stocks ,Small business,Politics,Small business,US Senator Kamala Harris (CA),Politician","875006493984149509,875006493984149509,1557696848252391426,857878891611865089,1486470043353239552,781974596148793345,847878884917886977,857878891611865089,875006493984149509,1070032753834438656,1272636957504356352,1503733786608955394,1584573725449408513,1584664688473780224","Kamala Harris,Kamala Harris,Financial Services Business,Small business,Jobs,Business & finance,Politics,Small business,Kamala Harris,Political figures,Business professions,Small and medium-sized business,Businesses by size,Business development and growth"
"7","1660705868571090955","1660705868571090955","803694179079458816",NA,0,NA,NA,"2023-05-22T17:55:08.000Z","From North Carolina to Nebraska, extremists so-called leaders continue to restrict access to abortion across the nation.
 
Enough is enough. We need a federal law to restore the protections of Roe v. Wade for women in all 50 states.","en",2769,62,982,641,"everyone",FALSE,265582,6,10,NA,NA,TRUE,"North Carolina,Nebraska,Roe,Wade","0.9301,0.9758,0.4751,0.5508","Place,Place,Person,Person","US Senator Kamala Harris (CA),US Senator Kamala Harris (CA),Politics,US Senator Kamala Harris (CA),Political issues,Politician,Nebraska,North Carolina,Politics,Political issues","875006493984149509,875006493984149509,847878884917886977,875006493984149509,900740740468191232,1070032753834438656,1521295104438284288,1004449860026753024,1010252770618703872,847878884917886977,900740740468191232","Kamala Harris,Kamala Harris,Politics,Kamala Harris,Political issues,Political figures,Reproductive Rights in the United States,Nebraska,North Carolina,Politics,Political issues"
"8","1660726847808720900","1660726847808720900","803694179079458816",NA,0,NA,NA,"2023-05-22T19:18:29.000Z","Last week, I sat down with men of color who are entrepreneurs and small business owners to discuss the critical work our Administration is doing to ensure they have access to the resources they need to compete and thrive. https://t.co/JzMllFHe6E","en",3636,92,1255,795,"everyone",FALSE,587374,6,20,NA,"video",TRUE,NA,NA,NA,"US Senator Kamala Harris (CA),US Senator Kamala Harris (CA),Brands,companies,advertisers and every non-person handle with the profit intent related to Banks,Credit cards,Insurance,Investments,Stocks ,Small business,Politics,Small business,US Senator Kamala Harris (CA),Politician","875006493984149509,875006493984149509,1557696848252391426,857878891611865089,781974596148793345,847878884917886977,857878891611865089,875006493984149509,1070032753834438656,1503733786608955394,1584573725449408513","Kamala Harris,Kamala Harris,Financial Services Business,Small business,Business & finance,Politics,Small business,Kamala Harris,Political figures,Small and medium-sized business,Businesses by size"
"9","1660742464167202826","1660742464167202826","803694179079458816",NA,0,NA,NA,"2023-05-22T20:20:33.000Z","Tune in as I give remarks in Sunnyvale, California about our Invest in America agenda. https://t.co/B1PDDUjdrF","en",2493,49,642,592,"everyone",FALSE,347370,6,13,NA,NA,TRUE,"Sunnyvale,California,America","0.7239,0.9291,0.9199","Place,Place,Place","US Senator Kamala Harris (CA),US Senator Kamala Harris (CA),Politics,US Senator Kamala Harris (CA),Politician,California","875006493984149509,875006493984149509,847878884917886977,875006493984149509,1070032753834438656,856860158428798977","Kamala Harris,Kamala Harris,Politics,Kamala Harris,Political figures,California"
"10","1660792474762203138","1660792474762203138","803694179079458816",NA,0,NA,NA,"2023-05-22T23:39:16.000Z","Our Administration has spurred more than $200 billion in private sector investments in the American semiconductor industry.
 
Today, I convened semiconductor private sector leaders to discuss our continued work to support American innovation and manufacturing. https://t.co/406hmD6Brr","en",2584,22,347,650,"everyone",FALSE,297288,6,8,NA,"photo",TRUE,NA,NA,NA,"US Senator Kamala Harris (CA),US Senator Kamala Harris (CA),Politics,US Senator Kamala Harris (CA),Politician","875006493984149509,875006493984149509,847878884917886977,875006493984149509,1070032753834438656","Kamala Harris,Kamala Harris,Politics,Kamala Harris,Political figures"
